title,source,link,pubDate,fetchedAt
BU SEKTÖRLER RİSK ALTINDA,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/gundem/milli-istihbarat-akademisi-uyardi-bu-sektorler-risk-altinda-1786381,2026-04-24 23:46:10,2026-04-25T11:48:37.651071+00:00
Onconetix yönetim kurulu değişikliklerini duyurdu,investing_tr,https://tr.investing.com/news/sec-filings/onconetix-yonetim-kurulu-degisikliklerini-duyurdu-93CH-3867668,2026-04-24 23:41:44,2026-04-25T11:48:37.651071+00:00
Yeni MEB Bakan Yardımcısı Cihad Demirli kimdir? Eski Bakan Nazif Yılmaz neden görevden alındı?,karar,https://www.karar.com/karar-biyografi/yeni-meb-bakan-yardimcisi-cihad-demirli-kimdir-eski-bakan-nazif-yilmaz-2044388,2026-04-24 23:37:00,2026-04-25T11:48:37.651071+00:00
"Hakan Fidan: ""ABD-İran müzakerelerinde tıkanmış konular var""",turktime,https://www.turktime.com/haber/hakan-fidan-abd-iran-muzakerelerinde-tikanmis-konular-var-/743324,2026-04-24 23:18:43,2026-04-25T11:48:37.651071+00:00
Nerede kalmıştık! Formula 1 geri dönüyor,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/spor/nerede-kalmistik-formula-1-mujdesini-cumhurbaskani-erdogan-verdi-1786371,2026-04-24 23:05:07,2026-04-25T11:48:37.651071+00:00
NASA’daki Türk bilim adamı evrenin sırlarını anlattı,yenicaggazetesi,https://www.yenicaggazetesi.com/nasadaki-turk-bilim-adami-evrenin-sirlarini-anlatti-1022743h.htm,2026-04-24 23:04:01,2026-04-25T11:48:37.651071+00:00
GELECEK RİSK ALTINDA,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/kose-yazilari/ismail-kapan/suca-suruklenen-cocuklar-ssc-1786353,2026-04-24 23:00:13,2026-04-25T11:48:37.651071+00:00
"Bu Hafta Sonu Ankara, İzmir, Bursa ve Eskişehir Konserleri: 25 - 26 Nisan Hafta Sonunun En İyi Konserleri!",onedio,https://onedio.com/haber/bu-hafta-sonu-ankara-izmir-bursa-ve-eskisehir-konserleri-25-26-nisan-hafta-sonunun-en-iyi-konserleri-1355619,2026-04-24 22:23:09,2026-04-25T11:48:37.651071+00:00
Merakla beklenen DeepSeek V4 tanıtıldı: Düşük maliyet ve 1 milyon bağlam penceresi,donanimhaber,https://www.donanimhaber.com/deepseek-merakla-beklenen-v4-modelini-tanitti--204899,2026-04-24 22:11:00,2026-04-25T11:48:37.651071+00:00
İstanbul'da Bu Hafta Sonu Çocuklarla Yapılacak Etkinlikler: 25 - 26 Nisan Aileniz İçin Çok Eğlenceli Gelecek!,onedio,https://onedio.com/haber/istanbul-da-bu-hafta-sonu-cocuklarla-yapilacak-etkinlikler-25-26-nisan-aileniz-icin-cok-eglenceli-gelecek-1355615,2026-04-24 21:43:18,2026-04-25T11:48:37.651071+00:00
Cumhurbaşkanı Yardımcısı Yılmaz'dan yatırım mesajı: İstanbul küresel finans üssü yolunda güçleniyor,star_tr,https://www.star.com.tr/ekonomi/cumhurbaskani-yardimcisi-yilmazdan-yatirim-mesaji-istanbul-kuresel-finans-ussu-yolunda-gucleniyor-haber-2011657/,2026-04-24 21:38:00,2026-04-25T11:48:38.381484+00:00
Bakan Fidan: ABD ile İran arasındaki anlaşmazlıkların aşılabileceğini düşünüyorum,trthaber,https://www.trthaber.com/haber/gundem/bakan-fidan-abd-ile-iran-arasindaki-anlasmazliklarin-asilabilecegini-dusunuyorum-942925.html,2026-04-24 21:30:00,2026-04-25T11:48:38.381484+00:00
Ardıç: Program sanayimizin rekabet gücünü ve teknolojik dönüşümünü artıracak,dunya,https://www.dunya.com/is-dunyasi/ardic-program-sanayimizin-rekabet-gucunu-ve-teknolojik-donusumunu-artiracak-haberi-822845,2026-04-24 21:30:00,2026-04-25T11:48:38.381484+00:00
Coherent CFO’su Sherri Luther 702.000 dolar değerinde hisse sattı,investing_tr,https://tr.investing.com/news/insider-trading-news/coherent-cfosu-sherri-luther-702000-dolar-degerinde-hisse-satt-93CH-3867616,2026-04-24 21:18:44,2026-04-25T11:48:38.381484+00:00
Fidan: İki haftalık ateşkesi memnuniyetle karşıladık,karar,https://www.karar.com/guncel-haberler/fidan-iki-haftalik-ateskesi-memnuniyetle-karsiladik-2044380,2026-04-24 21:17:34,2026-04-25T11:48:38.381484+00:00
Robot dönemi ve yapay zeka üzerine düşünceler,evrensel,https://www.evrensel.net/yazi/99154/robot-donemi-ve-yapay-zeka-uzerine-dusunceler,2026-04-24 21:15:00,2026-04-25T11:48:38.381484+00:00
"Walmart yöneticisi C. Douglas McMillon 2,57 milyon dolarlık hisse sattı",investing_tr,https://tr.investing.com/news/insider-trading-news/walmart-yoneticisi-c-douglas-mcmillon-257-milyon-dolarlk-hisse-satt-93CH-3867612,2026-04-24 21:14:50,2026-04-25T11:48:38.381484+00:00
NATO'dan tarihi Türkiye kararı: Genel Sekreter Rutte duyurdu,yenicaggazetesi,https://www.yenicaggazetesi.com/natodan-tarihi-turkiye-karari-genel-sekreter-rutte-duyurdu-1022728h.htm,2026-04-24 21:10:47,2026-04-25T11:48:38.381484+00:00
Bu canavarla nasıl savaşacağımızı bilmiyoruz,karar,https://www.karar.com/yazarlar/salih-cenap-baydar/bu-canavarla-nasil-savasacagimizi-bilmiyoruz-1607671,2026-04-24 21:01:00,2026-04-25T11:48:38.381484+00:00
Defolu yapay zekâ,aydinlik,https://www.aydinlik.com.tr/koseyazisi/defolu-yapay-zeka-574748,2026-04-24 21:00:00,2026-04-25T11:48:38.381484+00:00
"NASA'daki Türk bilim adamı Dr. Umut Yıldız, OMÜ'de evrenin sırlarını anlattı",haberler,https://www.haberler.com/teknoloji/nasa-daki-turk-bilim-adami-dr-umut-yildiz-omu-de-19779991-haberi/,2026-04-24 20:59:15,2026-04-25T11:48:39.021442+00:00
Bakan Fidan: ABD/İsrail-İran Savaşı'nda iki haftalık ateşkesi memnuniyetle karşıladık,haberler,https://www.haberler.com/politika/bakan-fidan-abd-israil-iran-savasi-nda-iki-19779988-haberi/,2026-04-24 20:57:52,2026-04-25T11:48:39.021442+00:00
Cemre Çarşısı’nın kapıları iyiliğe açıldı,tv100,https://www.tv100.com/cemre-carsisinin-kapilari-iyilige-acildi-haber-854616,2026-04-24 20:56:00,2026-04-25T11:48:39.021442+00:00
"CureVac, Moderna’yı mRNA aşı patentleri nedeniyle dava etti",investing_tr,https://tr.investing.com/news/company-news/curevac-modernay-mrna-as-patentleri-nedeniyle-dava-etti-93CH-3867594,2026-04-24 20:53:39,2026-04-25T11:48:39.021442+00:00
Dev Destek Verilecek 18 İl Belli Oldu: Yatırım Yapana 301 Milyon TL Nakit!,onedio,https://onedio.com/haber/dev-destek-verilecek-18-il-belli-oldu-yatirim-yapana-301-milyon-tl-nakit-1355609,2026-04-24 20:40:49,2026-04-25T11:48:39.021442+00:00
"Bakan Kacır: Türkiye, teknoloji girişimciliğinde küresel bir merkeze dönüşecek",aa_tr,https://www.aa.com.tr/tr/bilim-teknoloji/bakan-kacir-turkiye-teknoloji-girisimciliginde-kuresel-bir-merkeze-donusecek/3917388,2026-04-24 20:25:27,2026-04-25T11:48:39.021442+00:00
Türkiye'den AB'ye tepki: Von der Leyen'in açıklamaları talihsizdi,takvim,https://www.takvim.com.tr/guncel/2026/04/24/turkiyeden-abye-tepki-von-der-leyenin-aciklamalari-talihsizdi,2026-04-24 20:25:09,2026-04-25T11:48:39.021442+00:00
Bakan Fidan'dan ABD-İran görüşmeleri yorumu: Tıkanmış olan konuların aşılabileceğini düşünüyorum,hurriyet,https://www.hurriyet.com.tr/gundem/bakan-fidan-nukleer-dosyalarda-tikanmis-olan-konularin-asilabilecegini-dusunuyorum-43158857,2026-04-24 20:25:00,2026-04-25T11:48:39.021442+00:00
İş dünyasından yatırım paketine tam destek: Türkiye'nin küresel rekabet gücü artacak,dunya,https://www.dunya.com/is-dunyasi/is-dunyasindan-yatirim-paketine-tam-destek-turkiyenin-kuresel-rekabet-gucu-artacak-haberi-822843,2026-04-24 20:24:00,2026-04-25T11:48:39.021442+00:00
Google'dan dev yapay zeka adımı. 40 milyar doları gözden çıkardı,ntv,https://www.ntv.com.tr/teknoloji/googledan-dev-yapay-zeka-adimi-40-milyar-dolari-gozden-cikardi-1721509,2026-04-24 20:16:25,2026-04-25T11:48:39.021442+00:00
"DarkIris 3,8 milyon dolarlık finansmanı kapattı",investing_tr,https://tr.investing.com/news/company-news/darkiris-38-milyon-dolarlk-finansman-kapatt-93CH-3867539,2026-04-24 20:16:21,2026-04-25T11:48:39.705069+00:00
Cevdet Yılmaz: Yeni hamlelerimizle güçlü bir yatırım zemini oluşturuyoruz,internethaber,https://www.internethaber.com/cevdet-yilmaz-yeni-hamlelerimizle-guclu-bir-yatirim-zemini-olusturuyoruz-2440878h.htm,2026-04-24 20:11:00,2026-04-25T11:48:39.705069+00:00
"Hürmüz krizinde Türkiye devrede! Bakan Fidan, iki çözüm yolunu açıkladı!",tv100,https://www.tv100.com/hurmuz-krizinde-turkiye-devrede-bakan-fidan-iki-cozum-yolunu-acikladi-haber-854613,2026-04-24 20:09:00,2026-04-25T11:48:39.705069+00:00
Bakan Fidan'dan ABD-İran gerilimine ilişkin kritik mesaj: Tıkanmış olan bir iki konu var,star_tr,https://www.star.com.tr/guncel/bakan-fidandan-abd-iran-gerilimine-iliskin-kritik-mesaj-tikanmis-olan-bir-iki-konu-var-haber-2011643/,2026-04-24 20:02:00,2026-04-25T11:48:39.705069+00:00
Bakan Fidan'dan ABD-İran savaşı için kritik mesaj: Kalıcı anlaşma gerekiyor,aksam,https://www.aksam.com.tr/guncel/bakan-fidandan-abd-iran-savasi-icin-kritik-mesaj-kalici-anlasma-gerekiyor/haber-1661625,2026-04-24 19:58:00,2026-04-25T11:48:39.705069+00:00
"“Macron: Egemenliğiniz Tehdit Edilirse, Gerekeni Yapın; Biz Sizin Yanınızda Olacağız”",haber365,https://www.haber365.com/macron-egemenliginiz-tehdit-edilirse-gerekeni-yapin-biz-sizin-yaninizda-olacagiz-h383727,2026-04-24 19:55:37,2026-04-25T11:48:39.705069+00:00
"Bakan Fidan, İngiltere'deki temaslarının ardından Türk basın mensuplarına konuştu Açıklaması",haberler,https://www.haberler.com/guncel/bakan-fidan-ingiltere-deki-temaslarinin-ardindan-19779898-haberi/,2026-04-24 19:50:19,2026-04-25T11:48:39.705069+00:00
"ASO Başkanı Ardıç, ""Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı""nı değerlendirdi Açıklaması",haberler,https://www.haberler.com/ekonomi/aso-baskani-ardic-turkiye-yuzyili-yatirim-icin-19779888-haberi/,2026-04-24 19:47:13,2026-04-25T11:48:39.705069+00:00
Bakan Çiftçi: Bağımlılıkla mücadeleyi çok boyutlu bir yaklaşımla ele alıyoruz,internethaber,https://www.internethaber.com/bakan-ciftci-bagimlilikla-mucadeleyi-cok-boyutlu-bir-yaklasimla-ele-aliyoruz-2440877h.htm,2026-04-24 19:47:00,2026-04-25T11:48:39.705069+00:00
Fidan’dan ABD-İran gerilimi için kritik mesaj,turkiyegazetesi_tr,https://www.turkiyegazetesi.com.tr/gundem/bakan-fidandan-abd-iran-gerilimi-icin-kritik-mesaj-tikanmis-1-2-konu-var-1786347,2026-04-24 19:46:04,2026-04-25T11:48:39.705069+00:00
Bakan Fidan'dan İngiltere’de kritik mesajlar: Von der Leyen'in açıklamaları talihsizdi,haber7,https://www.haber7.com/guncel/haber/3622776-bakan-fidandan-ingilterede-kritik-mesajlar-von-der-leyenin-aciklamalari-talihsizdi,2026-04-24 19:44:00,2026-04-25T11:48:40.415240+00:00
Bir yapay zeka depremi daha: 8 bin kişi işinden oldu,chip_tr,https://www.chip.com.tr/guncel/bir-yapay-zeka-depremi-daha-8-bin-kisi-isinden-oldu_179760.html,2026-04-24 19:42:00,2026-04-25T11:48:40.415240+00:00
"Meta, 8 bin kişiyi işten çıkarmaya hazırlanıyor",donanimhaber,https://www.donanimhaber.com/meta-8-bin-kisiyi-isten-cikarmaya-hazirlaniyor--204892,2026-04-24 19:40:00,2026-04-25T11:48:40.415240+00:00
İş dünyası temsilcileri Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı'nı memnuniyetle karşıladı,aa_tr,https://www.aa.com.tr/tr/ekonomi/is-dunyasi-temsilcileri-turkiye-yuzyili-yatirim-icin-guclu-merkez-programini-memnuniyetle-karsiladi/3917352,2026-04-24 19:30:41,2026-04-25T11:48:40.415240+00:00
Bayburt'ta Türk Silahlı Kuvvetlerini Güçlendirme Vakfı tanıtıldı,haberler,https://www.haberler.com/guncel/bayburt-ta-turk-silahli-kuvvetlerini-guclendirme-19779875-haberi/,2026-04-24 19:27:53,2026-04-25T11:48:40.415240+00:00
"Littelfuse hissesi 406,50 dolarla rekor kırdı",investing_tr,https://tr.investing.com/news/company-news/littelfuse-hissesi-40650-dolarla-rekor-krd-93CH-3867478,2026-04-24 19:24:21,2026-04-25T11:48:40.415240+00:00
Yılmaz'dan teşvik paketi açıklaması: Büyümeye ciddi anlamda katkı sunacak,dunya,https://www.dunya.com/ekonomi/yilmazdan-tesvik-paketi-aciklamasi-buyumeye-ciddi-anlamda-katki-sunacak-haberi-822840,2026-04-24 19:24:00,2026-04-25T11:48:40.415240+00:00
Cevdet Yılmaz: Yeni hamlelerimizle güçlü bir yatırım zemini oluşturuyoruz,trthaber,https://www.trthaber.com/haber/gundem/cevdet-yilmaz-yeni-hamlelerimizle-guclu-bir-yatirim-zemini-olusturuyoruz-942916.html,2026-04-24 19:24:00,2026-04-25T11:48:40.415240+00:00
İş dünyası temsilcileri Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı'nı memnuniyetle karşıladı,haberler,https://www.haberler.com/ekonomi/is-dunyasi-temsilcileri-turkiye-yuzyili-yatirim-19779862-haberi/,2026-04-24 19:21:27,2026-04-25T11:48:40.415240+00:00
Cumhurbaşkanı Duyurdu: Formula 1 İstanbul’a Geri Dönüyor,haber365,https://www.haber365.com/cumhurbaskani-duyurdu-formula-1-istanbula-geri-donuyor-h383726,2026-04-24 18:53:27,2026-04-25T11:48:40.415240+00:00
"Adalet Bakanı ""sosyal medya terörü"" dediği şeyi ""milli güvenlik tehdidi"" ilan etti",bianet,https://bianet.org/haber/adalet-bakani-sosyal-medya-teroru-dedigi-seyi-milli-guvenlik-tehdidi-ilan-etti-319067,2026-04-24 18:52:00,2026-04-25T11:48:41.081145+00:00
"BQE Water’ın 4Ç 2025 kazancı beklentileri aştı, hisse fırladı",investing_tr,https://tr.investing.com/news/transcripts/bqe-watern-4c-2025-kazanc-beklentileri-ast-hisse-frlad-93CH-3867459,2026-04-24 18:48:31,2026-04-25T11:48:41.081145+00:00
Bakan Çiftçi: Bağımlılıkla mücadeleyi çok boyutlu bir yaklaşımla ele alıyoruz,trthaber,https://www.trthaber.com/haber/gundem/bakan-ciftci-bagimlilikla-mucadeleyi-cok-boyutlu-bir-yaklasimla-ele-aliyoruz-942913.html,2026-04-24 18:44:00,2026-04-25T11:48:41.081145+00:00
Güvenlik ve Konfor Odaklı Değişim: 2026 Jeep Compass Donanım Paketleri,sondakika,https://www.sondakika.com/haber/haber-guvenlik-ve-konfor-odakli-degisim-2026-jeep-19779802/,2026-04-24 18:33:13,2026-04-25T11:48:41.081145+00:00
Güvenlik ve Konfor Odaklı Değişim: 2026 Jeep Compass Donanım Paketleri,haberler,https://www.haberler.com/haberler/guvenlik-ve-konfor-odakli-degisim-2026-jeep-19779801-haberi/,2026-04-24 18:33:13,2026-04-25T11:48:41.081145+00:00
Google'dan Anthropic'e dev yatırım: 40 milyar dolarlık kaynak planlanıyor,dunya,https://www.dunya.com/sektorler/bilim-ve-teknoloji/googledan-anthropice-dev-yatirim-40-milyar-dolarlik-kaynak-planlaniyor-haberi-822837,2026-04-24 18:31:00,2026-04-25T11:48:41.081145+00:00
Ünlü CEO'dan iPhone açıklaması: Yapay zeka iPhone'un sonu mu olacak?,chip_tr,https://www.chip.com.tr/guncel/unlu-ceodan-iphone-aciklamasi-yapay-zeka-iphoneun-sonu-mu-olacak_179757.html,2026-04-24 18:31:00,2026-04-25T11:48:41.081145+00:00
Google'dan Anthropic'e dev yatırım,sozcu,https://www.sozcu.com.tr/google-dan-anthropic-e-dev-yatirim-p314186,2026-04-24 18:28:26,2026-04-25T11:48:41.081145+00:00
Marka yapan zekalar Ankara’da buluştu,aydinlik,https://www.aydinlik.com.tr/haber/marka-yapan-zekalar-ankarada-bulustu-574754,2026-04-24 18:27:00,2026-04-25T11:48:41.081145+00:00
İsveçli iş grupları Ar-Ge’de vergi indirimi yerine maliyet düşümünü tercih ediyor,investing_tr,https://tr.investing.com/news/economy-news/isvecli-is-gruplar-argede-vergi-indirimi-yerine-maliyet-dusumunu-tercih-ediyor-93CH-3867446,2026-04-24 18:26:42,2026-04-25T11:48:41.081145+00:00
"Google, Anthropic'e 40 milyar dolara kadar yatırım yapmayı planlıyor",aa_tr,https://www.aa.com.tr/tr/bilim-teknoloji/google-anthropice-40-milyar-dolara-kadar-yatirim-yapmayi-planliyor/3917316,2026-04-24 18:25:33,2026-04-25T11:48:41.811260+00:00
Özgener'den teşvik paketi değerlendirmesi: Açıklanan program küresel yatırım rekabetinde Türkiye'yi güçlendirecek,dunya,https://www.dunya.com/is-dunyasi/ozgenerden-tesvik-paketi-degerlendirmesi-aciklanan-program-kuresel-yatirim-rekabetinde-turkiyeyi-guclendirecek-haberi-822836,2026-04-24 18:24:00,2026-04-25T11:48:41.811260+00:00
"Google, Anthropic'e 40 milyar dolara kadar yatırım yapmayı planlıyor",trthaber,https://www.trthaber.com/haber/dunya/google-anthropice-40-milyar-dolara-kadar-yatirim-yapmayi-planliyor-942909.html,2026-04-24 18:23:00,2026-04-25T11:48:41.811260+00:00
"Bakan Kacır, Cemre Çarşısı'nda standları gezdi",sondakika,https://www.sondakika.com/yerel/haber-bakan-kacir-cemre-carsisi-nda-standlari-gezdi-19779781/,2026-04-24 18:20:52,2026-04-25T11:48:41.811260+00:00
"Google, Anthropic'e 40 milyar dolara kadar yatırım yapmayı planlıyor",haberler,https://www.haberler.com/ekonomi/google-anthropic-e-40-milyar-dolara-kadar-yatirim-19779778-haberi/,2026-04-24 18:18:23,2026-04-25T11:48:41.811260+00:00
"Ford ve Geely, Avrupa ortaklığını ABD’ye taşımayı görüştü",investing_tr,https://tr.investing.com/news/stock-market-news/ford-ve-geely-avrupa-ortaklgn-abdye-tasmay-gorustu-3867435,2026-04-24 18:07:37,2026-04-25T11:48:41.811260+00:00
Türkiye enerjide yeni bir çağı başlatıyor! Vatandaşa 600 milyar TL’lik dev destek,ahaber,https://www.ahaber.com.tr/gundem/2026/04/24/turkiye-enerjide-yeni-bir-cagi-baslatiyor-vatandasa-600-milyar-tllik-dev-destek,2026-04-24 18:01:05,2026-04-25T11:48:41.811260+00:00
Galaxy Z Fold8 Wide’ın Tasarımı Sızdırıldı!,shiftdelete,https://shiftdelete.net/galaxy-z-fold8-widein-tasarimi-sizdirildi,2026-04-24 18:00:00,2026-04-25T11:48:41.811260+00:00
Türkiye Teknoloji Girişimciliğinde Küresel Merkez Oluyor,shiftdelete,https://shiftdelete.net/turkiye-teknoloji-girisimciliginde-kuresel-merkez-oluyor,2026-04-24 17:56:58,2026-04-25T11:48:41.811260+00:00
"İzmir iş dünyası temsilcileri ""Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı""nı değerlendirdi",haberler,https://www.haberler.com/ekonomi/izmir-is-dunyasi-temsilcileri-turkiye-yuzyili-19779717-haberi/,2026-04-24 17:40:09,2026-04-25T11:48:41.811260+00:00
Çin yapay zeka girişimlerinin ABD fonlarını almasını kısıtlayacak,investing_tr,https://tr.investing.com/news/stock-market-news/cin-yapay-zeka-girisimlerinin-abd-fonlarn-almasn-kstlayacak-93CH-3867410,2026-04-24 17:37:05,2026-04-25T11:48:42.533106+00:00
NATO’dan Ankara’daki Savunma Sanayii Forumu İçin Kritik Karar,mynet,https://haber.mynet.com/nato-dan-ankara-daki-savunma-sanayii-forumu-icin-kritik-karar-110107290507,2026-04-24 17:24:24,2026-04-25T11:48:42.533106+00:00
"Google, Anthropic'e 40 milyar dolar yatırım planlıyor",bloomberght,https://www.bloomberght.com/google-anthropic-e-40-milyar-dolar-yatirim-planliyor-3775797,2026-04-24 17:03:45,2026-04-25T11:48:42.533106+00:00
Cevdet Yılmaz: İstanbul’un yatırım ve finans üssü olma iddiasını daha ileri aşamaya taşıyoruz,hurriyet,https://www.hurriyet.com.tr/gundem/cevdet-yilmaz-istanbulun-yatirim-ve-finans-ussu-olma-iddiasini-daha-ileri-asamaya-tasiyoruz-43158772,2026-04-24 17:01:12,2026-04-25T11:48:42.533106+00:00
"Akıl, kafamız yerine cepte mi?",kocaeligazetesi,https://www.kocaeligazetesi.com.tr/makale/27873173/mumtaz-erdogan/akil-kafamiz-yerine-cepte-mi,2026-04-24 17:00:00,2026-04-25T11:48:42.533106+00:00
Windows 11 KB5083769 güncellemesi kabusa döndü,technopat,https://www.technopat.net/2026/04/24/windows-11-kb5083769-guncellemesi-kabusa-dondu/,2026-04-24 17:00:00,2026-04-25T11:48:42.533106+00:00
Erdoğan'ın açıkladığı yatırım teşvik planı neler getiriyor?,bbc,https://www.bbc.com/turkce/articles/cje4q9kvl9do,2026-04-24 16:58:42,2026-04-25T11:48:42.533106+00:00
"İstanbul, Yatırımlar için Güçlü Merkez Olma İddiasını Taşıyor",haberler,https://www.haberler.com/ekonomi/cevdet-yilmaz-istanbul-un-yatirim-ve-finans-ussu-19779650-haberi/,2026-04-24 16:58:34,2026-04-25T11:48:42.533106+00:00
Bakan Kacır'dan Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı'na ilişkin paylaşım Açıklaması,haberler,https://www.haberler.com/ekonomi/bakan-kacir-dan-turkiye-yuzyili-yatirim-icin-guclu-19779646-haberi/,2026-04-24 16:56:18,2026-04-25T11:48:42.533106+00:00
Bakan Bayraktar: Hedef yeni enerji mimarisi,haberler,https://www.haberler.com/politika/bakan-bayraktar-hedef-yeni-enerji-mimarisi-19779637-haberi/,2026-04-24 16:49:51,2026-04-25T11:48:42.533106+00:00
"Antalya'da ""Avrasya Piyasalarında Regülasyon ve Yatırımlar"" paneli düzenlendi",haberler,https://www.haberler.com/ekonomi/antalya-da-avrasya-piyasalarinda-regulasyon-ve-19779622-haberi/,2026-04-24 16:41:13,2026-04-25T11:48:43.221176+00:00
Cemre Çarşısı'nın kapıları iyiliğe açıldı,haberler,https://www.haberler.com/guncel/cemre-carsisi-nin-kapilari-iyilige-acildi-19779616-haberi/,2026-04-24 16:37:54,2026-04-25T11:48:43.221176+00:00
Vali Çiçek: ”Çocuklarımız için GÖKTİM Akademi Projesi’ni başlattık ve yürütüyoruz”,kayserim,https://www.kayserim.net/haber/27874591/vali-cicek-cocuklarimiz-icin-goktim-akademi-projesini-baslattik-ve-yurutuyoruz,2026-04-24 16:33:00,2026-04-25T11:48:43.221176+00:00
"Cumhurbaşkanı Yardımcısı Yılmaz: ""İstanbul Finans Merkezi odaklı yeni hamlelerimizle güçlü bir yatırım zemini oluşturuyoruz""",haberler,https://www.haberler.com/politika/cumhurbaskani-yardimcisi-yilmaz-istanbul-finans-19779601-haberi/,2026-04-24 16:29:54,2026-04-25T11:48:43.221176+00:00
Emine Erdoğan: Aile meselesini küresel gündeme taşıyan bir ülkeyiz,haberler,https://www.haberler.com/guncel/emine-erdogan-aile-meselesini-kuresel-gundeme-19779585-haberi/,2026-04-24 16:17:58,2026-04-25T11:48:43.221176+00:00
Comfort Systems’ın 1Ç 2026 sunumu: Gelir teknoloji talebiyle %56 arttı,investing_tr,https://tr.investing.com/news/company-news/comfort-systemsn-1c-2026-sunumu-gelir-teknoloji-talebiyle-56-artt-93CH-3867338,2026-04-24 16:13:49,2026-04-25T11:48:43.221176+00:00
Cumhurbaşkanı Yardımcısı Yılmaz'dan Türkiye Yüzyılı Yatırım İçin Güçlü Merkez Programı'na ilişkin paylaşım Açıklaması,haberler,https://www.haberler.com/guncel/cumhurbaskani-yardimcisi-yilmaz-dan-turkiye-19779575-haberi/,2026-04-24 16:07:52,2026-04-25T11:48:43.221176+00:00
AVM’lerin 'ciro şampiyonları' belli oldu: İşte en çok kazanan markalar,odatv4,https://www.odatv.com/ekonomi/avmlerin-ciro-sampiyonlari-belli-oldu-iste-en-cok-kazanan-markalar-120144607,2026-04-24 16:05:13,2026-04-25T11:48:43.221176+00:00
Ara seçim restine karşı AK Parti hazır!,kocaeligazetesi,https://www.kocaeligazetesi.com.tr/makale/27874248/mehmet-ozmen/ara-secim-restine-karsi-ak-parti-hazir,2026-04-24 16:00:00,2026-04-25T11:48:43.221176+00:00
Claude artık Uber ve Spotify ile entegre çalışıyor,technopat,https://www.technopat.net/2026/04/24/claude-artik-uber-ve-spotify-ile-entegre-calisiyor/,2026-04-24 16:00:00,2026-04-25T11:48:43.221176+00:00
Emine Erdoğan: Aileyi korumak küresel bir sorumluluk,aksam,https://www.aksam.com.tr/guncel/emine-erdogan-aileyi-korumak-kuresel-bir-sorumluluk/haber-1661603,2026-04-24 15:51:00,2026-04-25T11:48:43.931207+00:00
Cemre Çarşısı’nın kapıları iyiliğe açıldı,hurriyet,https://www.hurriyet.com.tr/gundem/cemre-carsisinin-kapilari-iyilige-acildi-43158729,2026-04-24 15:50:00,2026-04-25T11:48:43.931207+00:00
"Emine Erdoğan, TOGEM-DER'in geleneksel ""Cemre Çarşısı""nın açılışına katıldı:",hurriyet,https://www.hurriyet.com.tr/gundem/emine-erdogan-togem-derin-geleneksel-cemre-carsisinin-acilisina-katildi-43158729,2026-04-24 15:50:00,2026-04-25T11:48:43.931207+00:00
"Emine Erdoğan: Aile, insanlığın sorunlarının çözüm merkezidir",ensonhaber,https://www.ensonhaber.com/gundem/emine-erdogan-aile-insanligin-sorunlarinin-cozum-merkezidir,2026-04-24 15:49:32,2026-04-25T11:48:43.931207+00:00
"Emine Erdoğan, TOGEM-DER'in geleneksel ""Cemre Çarşısı""nın açılışına katıldı",sondakika,https://www.sondakika.com/yerel/haber-emine-erdogan-togem-der-in-geleneksel-cemre-19779542/,2026-04-24 15:48:51,2026-04-25T11:48:43.931207+00:00
Bakan Bayraktar detayları açıkladı: Daha dirençli daha esnek bir piyasa hedefliyoruz,hurriyet,https://www.hurriyet.com.tr/gundem/bakan-bayraktar-detaylari-acikladi-daha-direncli-daha-esnek-bir-piyasa-hedefliyoruz-43158723,2026-04-24 15:42:39,2026-04-25T11:48:43.931207+00:00
pudo 9 ilde 1265 akıllı kargo teslimat noktasıyla hizmet veriyor,haberler,https://www.haberler.com/ekonomi/pudo-9-ilde-1265-akilli-kargo-teslimat-noktasiyla-19779532-haberi/,2026-04-24 15:42:18,2026-04-25T11:48:43.931207+00:00
"""Oya Tekin'e Özgürlük"" Mitingi... Ali Mahir Başarır: ""Bu Halk da Sizi Sandıkta Cezalandıracak, Affetmeyecek""",sondakika,https://www.sondakika.com/guncel/haber-oya-tekin-e-ozgurluk-mitingi-ali-mahir-basarir-bu-19779530/,2026-04-24 15:40:30,2026-04-25T11:48:43.931207+00:00
"Emine Erdoğan: Aile, insanlığın karşı karşıya olduğu pek çok sorunun çözüm merkezidir",star_tr,https://www.star.com.tr/guncel/emine-erdogan-aile-insanligin-karsi-karsiya-oldugu-pek-cok-sorunun-cozum-merkezidir-haber-2011605/,2026-04-24 15:36:07,2026-04-25T11:48:43.931207+00:00
Hyundai IONIQ V Tanıtıldı: İşte Özellikleri,webtekno,https://www.webtekno.com/hyundai-ioniq-v-tanitildi-h215971.html,2026-04-24 15:32:32,2026-04-25T11:48:43.931207+00:00
